# Program:featureCounts v1.5.3; Command:"featureCounts" "-Q" "10" "-T" "3" "-a" "/home/hub/genomes/Hsapiens/Homo_sapiens.GRCh38.90.chr1.gtf" "-o" "/home/hub/RNA_Practical/aligned/counts/counts.out" "/home/hub/RNA_Practical/aligned/bam/sampleB3.sorted.bam" "/home/hub/RNA_Practical/aligned/bam/sampleA3.sorted.bam" "/home/hub/RNA_Practical/aligned/bam/sampleB1.sorted.bam" "/home/hub/RNA_Practical/aligned/bam/sampleA2.sorted.bam" "/home/hub/RNA_Practical/aligned/bam/sampleA1.sorted.bam" "/home/hub/RNA_Practical/aligned/bam/sampleB2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/hub/RNA_Practical/aligned/bam/sampleB3.sorted.bam	/home/hub/RNA_Practical/aligned/bam/sampleA3.sorted.bam	/home/hub/RNA_Practical/aligned/bam/sampleB1.sorted.bam	/home/hub/RNA_Practical/aligned/bam/sampleA2.sorted.bam	/home/hub/RNA_Practical/aligned/bam/sampleA1.sorted.bam	/home/hub/RNA_Practical/aligned/bam/sampleB2.sorted.bam
ENSG00000081026	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	113390749;113390959;113390972;113390989;113391131;113391261;113403655;113549515;113549515;113549515;113549515;113549515;113580542;113580542;113580542;113580542;113580542;113585387;113585387;113585387;113585387;113590484;113590484;113590484;113590484;113594481;113594481;113594481;113594481;113614601;113614601;113614601;113614601;113618532;113619736;113619736;113619736;113619736;113622806;113622806;113622806;113622806;113641911;113641911;113641911;113641911;113643743;113643743;113643743;113643743;113646486;113646486;113646486;113646486;113649237;113649237;113649237;113649237;113651014;113651014;113651014;113651014;113653830;113653830;113653830;113653830;113659080;113659080;113659080;113659080;113671734;113671734;113671734;113671734;113672615;113672615;113672615;113672615;113673322;113673322;113673322;113673322;113681198;113681198;113681198;113681198;113682212;113682212;113682212;113682897;113682897	113391349;113391349;113391349;113391349;113391349;113391349;113404455;113549631;113549631;113549631;113549631;113549631;113581102;113580661;113580661;113580661;113580661;113585596;113585596;113585596;113585596;113590658;113590658;113590658;113590658;113594560;113594560;113594560;113594560;113614658;113614658;113614658;113614658;113618606;113619830;113619830;113619830;113619830;113622994;113622994;113622994;113622994;113642516;113642516;113642516;113642516;113643774;113643774;113643774;113643774;113646642;113646642;113646642;113646642;113649328;113649328;113649328;113649328;113651206;113651206;113651206;113651206;113654018;113654018;113654018;113654018;113659265;113659265;113659265;113659265;113671836;113671836;113671836;113671836;113672741;113672741;113672741;113672741;113673465;113673465;113673465;113673465;113681336;113681336;113681336;113681336;113682434;113682302;113682434;113685923;113685923	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8180	3795	3294	3299	4724	4331	3841
ENSG00000232499	1	113449700	113450728	+	1029	0	4	0	4	14	15
ENSG00000238256	1	113576757	113576899	-	143	0	0	0	0	0	0
ENSG00000116793	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	113696831;113697202;113697205;113697205;113697205;113698262;113698262;113698262;113698262;113698262;113699704;113699704;113699704;113699704;113699704;113699875;113700794;113700794;113700794;113700794;113700794;113700794;113703823;113704081;113704081;113704081;113704081;113704081;113704081;113704666;113704666;113704666;113704666;113704666;113704666;113704666;113705765;113705890;113705890;113705890;113705890;113705890;113705890;113705890;113706594;113706594;113706594;113706594;113706594;113706594;113706594;113710254;113710254;113710254;113710254;113710254;113710254;113710254;113711746;113711746;113711746;113711746;113711746;113711746;113711746;113711940;113711940;113711940;113711940;113711940;113711940;113711940;113713279;113713279;113713279;113713279;113713279;113713279;113713279;113724759;113724759;113724759;113724759;113725335;113725669;113726418;113726418;113726418;113726418;113726418;113726418;113726418;113738110;113738110;113738110;113738110;113738110;113738110;113738126;113738730;113738730;113738730;113738730;113738730;113738730;113738730;113749522;113757699;113757699;113757699;113757699;113757699;113757699;113757699;113758659;113758659;113758659;113758659;113758659;113758659;113758659;113759023;113759023;113759023;113759023	113697725;113697725;113697725;113697725;113697725;113698387;113698387;113698387;113698387;113698387;113699799;113699799;113699799;113699799;113699799;113700243;113700949;113700949;113700949;113700949;113700949;113700949;113704167;113704167;113704167;113704167;113704167;113704167;113704167;113704797;113704797;113704797;113704797;113704797;113704797;113704797;113706162;113706162;113705981;113706162;113706162;113706162;113706162;113706162;113706722;113706722;113706722;113706722;113706722;113706722;113706722;113710475;113710475;113710475;113710475;113710475;113710475;113710475;113711835;113711835;113711835;113711835;113711835;113711835;113711835;113712113;113712113;113712113;113712113;113712113;113712113;113712113;113713328;113713438;113713438;113713438;113713438;113713438;113715212;113724893;113724893;113724893;113724893;113725961;113725961;113726458;113726574;113726574;113726574;113726574;113726574;113726574;113738268;113738268;113738268;113738268;113738268;113738268;113738268;113738799;113738786;113738799;113738799;113738799;113738799;113738799;113749589;113757755;113757755;113757755;113757755;113757755;113757755;113757755;113759489;113759158;113758848;113758733;113758733;113758733;113759155;113759476;113759476;113759437;113759338	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7170	14241	1214	17672	1472	1504	14482
ENSG00000232450	1	113698884	113699631	-	748	37	21	67	0	2	14
ENSG00000081019	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	113761832;113761833;113764616;113765342;113765848;113766145;113767099;113767099;113767099;113767099;113767099;113767099;113767955;113768222;113768222;113768222;113768222;113768222;113777210;113777210;113777210;113777210;113777210;113777671;113777671;113777671;113777671;113777671;113796186;113797363;113797363;113797363;113797363;113797363;113811710;113811710;113811710;113811710;113811710;113812248	113766453;113766453;113766453;113766453;113766453;113766453;113767207;113767207;113767207;113767207;113767207;113767207;113768034;113768389;113768389;113768389;113768389;113768389;113777352;113777352;113777352;113777352;113777352;113777808;113777808;113777808;113777808;113777808;113796303;113798036;113798036;113798036;113798036;113798036;113812289;113812040;113812293;113812448;113812476;113812275	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6819	3157	4083	2831	3284	1876	2866
ENSG00000231128	1;1;1;1;1;1;1;1;1	113812379;113812608;113814387;113814387;113815378;113815378;113823158;113823413;113829086	113812612;113812825;113814491;113814491;113815476;113815472;113823496;113823500;113829171	+;+;+;+;+;+;+;+;+	1080	0	6	0	0	3	0
ENSG00000134242	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	113813811;113813811;113813812;113813815;113814664;113814679;113819299;113819526;113819577;113819577;113819577;113819577;113819577;113819577;113825142;113825142;113825142;113825142;113825142;113825142;113829592;113829592;113829592;113829592;113829592;113829592;113829949;113829949;113829949;113829949;113829949;113829949;113832947;113833111;113833111;113833111;113833111;113833111;113833111;113834309;113834309;113834309;113834309;113834309;113834309;113834309;113834910;113834910;113834910;113834910;113834910;113834910;113834910;113837590;113837590;113837590;113837590;113837590;113837590;113837590;113838544;113838544;113838544;113838544;113838544;113838544;113838544;113848540;113848540;113848540;113848540;113848540;113848540;113852027;113852027;113852027;113852027;113852027;113852027;113854471;113854471;113854471;113854471;113854471;113854471;113854907;113854907;113854907;113854907;113854907;113856382;113856382;113856382;113856382;113856382;113856382;113856548;113856548;113856548;113856548;113856783;113857738;113857738;113857738;113857738;113857738;113857738;113857738;113858478;113858478;113858478;113858478;113858478;113858478;113858478;113858478;113858478;113859002;113859002;113859002;113859002;113859002;113859002;113859002;113859002;113859002;113859063;113859352;113859352;113859352;113859352;113859352;113859352;113859352;113859352;113859352;113859352;113864198;113871537;113871537;113871537;113871537;113871537;113871537;113871537;113871537;113871537;113871537	113814969;113814969;113814969;113814969;113814969;113814969;113819654;113819654;113819654;113819654;113819832;113819654;113819654;113819654;113825172;113825172;113825172;113825172;113825172;113825172;113829707;113829707;113829707;113829707;113829707;113829707;113830029;113830029;113830029;113830029;113830029;113830029;113833138;113833138;113833138;113833138;113833138;113833138;113833138;113834439;113834439;113834439;113834439;113834439;113834439;113834439;113834993;113834993;113834993;113834993;113834993;113834993;113834993;113838407;113838407;113838407;113838407;113838407;113838407;113838407;113838620;113838620;113838620;113838620;113838620;113838620;113838620;113848626;113848626;113848626;113848626;113848626;113848626;113852104;113852104;113852104;113852104;113852104;113852104;113854537;113854537;113854537;113854537;113854537;113854537;113855049;113855049;113855049;113855049;113855049;113856441;113856441;113856441;113856441;113856441;113856441;113856619;113856619;113856619;113856619;113856826;113857776;113857776;113857776;113857776;113857776;113857776;113857776;113858573;113858573;113858573;113858573;113858573;113858573;113858573;113858573;113858573;113859078;113859078;113859078;113859078;113859078;113859078;113859078;113859078;113859078;113859078;113859460;113859460;113859460;113859460;113859460;113859460;113859460;113859460;113859460;113859460;113864382;113871753;113871736;113871664;113871712;113871712;113871708;113871698;113871753;113871759;113871712	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4503	1864	1510	1205	1455	1783	1190
ENSG00000226167	1;1;1;1;1	113856635;113857536;113857983;113897868;113899872	113856724;113857657;113858016;113897989;113901237	+;+;+;+;+	1734	37	35	62	38	13	42
ENSG00000188761	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	113878168;113880703;113881015;113881054;113881123;113881764;113881773;113881773;113886537;113886537;113886537;113887249;113887249;113887249;113887249;113887249;113887249	113881997;113881140;113881140;113881140;113881140;113881997;113881997;113881997;113886658;113886658;113886658;113887375;113887375;113887437;113887305;113887459;113887547	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4251	4319	5242	10688	4569	4518	6111
ENSG00000134262	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	113894748;113894748;113894748;113895056;113895060;113895757;113895757;113895757;113896045;113896258;113896258;113896258;113896258;113896349;113897840;113897840;113897840;113897840;113897840;113897840;113898718;113898718;113898718;113898718;113898718;113899128;113899904;113899904;113899904;113899904;113899904;113899904;113899942;113899988;113900062;113900231;113900270;113900331;113901236;113901236;113901236;113901236;113901236;113901236;113901236;113901755;113901755;113901755;113901755;113901755;113901755;113901755;113901755;113902638;113902638;113902638;113902638;113902638;113904605;113904605;113904605;113904605;113904605;113904605;113904605;113904605;113904605;113904921;113904942;113904942;113904942;113904942	113895492;113895492;113895492;113896465;113896038;113896038;113896038;113896038;113896465;113897939;113896465;113896465;113896465;113896465;113897943;113897975;113897943;113897943;113897943;113897943;113898763;113898801;113898801;113898801;113898801;113899352;113900400;113900008;113900245;113900400;113900400;113900400;113900400;113900400;113900400;113900400;113900400;113900400;113901383;113901383;113901383;113901383;113901383;113901383;113901383;113902119;113901885;113901885;113901885;113901885;113901885;113901885;113901885;113902862;113902734;113902862;113902862;113902862;113904793;113904844;113904793;113904833;113904793;113904793;113904793;113904998;113904828;113905037;113905020;113905201;113905056;113905070	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5369	618	1314	475	1765	2546	823
ENSG00000118655	1;1;1;1;1;1;1;1	113905141;113905409;113906996;113908009;113908009;113911131;113911131;113912132	113905775;113905775;113907161;113908191;113908191;113914086;113911838;113914086	+;+;+;+;+;+;+;+	3940	837	1415	1663	844	1752	1567
ENSG00000235527	1;1;1;1;1;1;1;1;1;1;1;1	113924000;113924001;113924001;113926628;113926853;113927635;113928244;113928244;113928244;113928703;113929209;113929226	113924332;113924332;113924332;113926741;113927822;113928388;113928388;113928388;113929232;113929258;113929492;113929318	-;-;-;-;-;-;-;-;-;-;-;-	3087	7	9	6	43	18	7
ENSG00000163349	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	113929192;113929374;113929374;113929710;113929755;113929859;113930505;113930728;113932201;113933140;113933140;113940382;113940382;113940382;113940382;113940382;113940382;113940382;113940382;113951145;113952766;113952766;113952766;113952766;113952766;113952766;113952766;113953877;113954626;113954651;113954651;113954651;113954651;113954651;113954651;113954651;113955563;113955563;113955563;113955563;113955563;113955563;113955563;113955563;113956627;113956627;113956627;113956627;113956627;113956627;113956627;113956627;113957124;113957124;113957124;113957124;113957124;113957124;113957124;113957124;113958066;113958066;113958066;113958066;113958066;113958066;113958066;113958066;113962317;113962317;113962317;113962317;113962317;113962317;113962317;113962317;113963387;113963387;113963387;113963387;113963387;113963387;113963440;113966130;113966130;113966130;113966130;113966130;113966130;113966130;113966130;113966133;113967766;113967766;113967766;113967766;113967766;113967766;113967766;113967766;113967766;113968442;113968442;113968442;113968442;113968442;113968442;113968442;113968442;113968442;113969956;113969956;113969956;113969956;113969956;113969956;113969956;113969956;113969956;113971824;113971824;113971824;113971824;113971824;113971824;113971824;113971824;113971824;113973024;113973024;113973024;113973024;113973024;113973024;113973024;113973024	113929532;113929532;113929532;113929939;113929939;113929939;113930624;113930859;113932222;113933234;113933234;113940702;113940740;113941459;113941459;113941459;113941459;113941459;113941459;113951292;113952889;113952889;113952889;113952889;113952889;113952889;113952889;113953932;113954770;113954770;113954770;113954770;113954770;113954770;113954770;113954770;113955649;113955649;113955649;113955649;113955649;113955649;113955649;113955649;113956811;113956811;113956811;113956811;113956811;113956811;113956811;113956811;113957286;113957286;113957286;113957184;113957286;113957286;113957286;113957286;113958291;113958291;113958291;113958291;113958291;113958291;113958291;113958291;113962438;113962438;113962438;113962438;113962438;113962438;113962438;113962438;113963521;113963521;113963521;113963521;113963521;113963521;113963521;113966272;113966272;113966272;113966272;113966272;113966272;113966272;113966272;113966272;113967948;113967948;113967948;113967948;113967948;113967948;113967948;113967948;113967948;113968648;113968648;113968648;113968648;113968648;113968648;113968648;113968648;113968648;113970197;113970197;113970197;113970197;113970197;113970197;113970197;113970197;113970197;113971954;113971954;113971954;113971954;113971954;113971954;113971954;113972073;113971954;113977804;113973881;113977804;113973897;113973571;113977804;113977869;113973648	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9280	32873	14511	17966	12743	10414	23704
ENSG00000116774	1;1;1;1;1;1;1;1;1;1;1;1;1;1	113979391;113979441;113979443;113979491;113979975;113980203;113980332;113980332;113980332;113980500;113980949;113980949;113980949;114035196	113979630;113979630;113979630;113979630;113980126;113980617;113982254;113980617;113980617;113980617;113982254;113982254;113982254;114035572	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2821	871	6077	1107	5925	5539	831
ENSG00000270780	1;1	114001433;114002115	114001876;114002235	-;-	565	0	0	0	0	0	0
ENSG00000282048	1	114032393	114034511	+	2119	0	0	0	0	0	0
ENSG00000134207	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	114089291;114089292;114089292;114089293;114091765;114092011;114093735;114093735;114093735;114093735;114093759;114097727;114097727;114097727;114097727;114097727;114097727;114097727;114099094;114099094;114099094;114099094;114099094;114099094;114099094;114103601;114103601;114103601;114103601;114103601;114103601;114103601;114137495;114137495;114137495;114137495;114137495;114137495;114137495;114137669;114138046;114139615;114139615;114139615;114139615;114139615;114139615;114139615;114139615;114139615;114139653;114152218;114152623;114152623;114152766;114152766;114153610;114153610;114153610;114153610;114153610	114092082;114092082;114092082;114092082;114092082;114092082;114093803;114093803;114093803;114093803;114093803;114097877;114097877;114097877;114097877;114097877;114097877;114097877;114099265;114099265;114099265;114099265;114099265;114099265;114099265;114103721;114103721;114103721;114103721;114103721;114103721;114103721;114138053;114138053;114138053;114138053;114138053;114138053;114138053;114138053;114138053;114139963;114139880;114139963;114139963;114139880;114139880;114139880;114139880;114139880;114139963;114152440;114152922;114152917;114152957;114152980;114153919;114153772;114153850;114153850;114153868	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5104	5	5	20	4	38	0
ENSG00000232895	1;1	114206427;114262206	114206685;114262278	-;-	332	0	0	0	0	0	0
ENSG00000273698	1	114279011	114279275	-	265	0	0	0	0	0	0
ENSG00000271419	1;1	114353986;114355099	114354769;114355178	+;+	864	0	0	0	0	0	0
ENSG00000197323	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	114392777;114396258;114397608;114397608;114397608;114397732;114397940;114397940;114399457;114399457;114399457;114399457;114401389;114401389;114401389;114402760;114402760;114402760;114404326;114405410;114405410;114405410;114406941;114406941;114406941;114406941;114408677;114408677;114408677;114410184;114410184;114410184;114420380;114421436;114421436;114421436;114424591;114424591;114424591;114425449;114425449;114425449;114427177;114427177;114427177;114427748;114427748;114427748;114430798;114430798;114430798;114433617;114433617;114433617;114463104;114463104;114463104;114463412;114463412;114464270;114464270;114510551;114510551	114397860;114396505;114397860;114397860;114397990;114397838;114397990;114397990;114399609;114399609;114399609;114399609;114401463;114401463;114401463;114402883;114402883;114402883;114405759;114405759;114405759;114405759;114406967;114407100;114407100;114407100;114408740;114408740;114408740;114410316;114410316;114410316;114420451;114421636;114421636;114421636;114424755;114424755;114424755;114425723;114425723;114425723;114427294;114427294;114427294;114427894;114427894;114427894;114430912;114430912;114430912;114433733;114433733;114433733;114463236;114463236;114463236;114463556;114463556;114464388;114464388;114511160;114511160	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9574	8587	6926	7213	5512	5423	5253
